source_url,source_title,candidate_property_name,source_quality,city_hint,county_hint,contact_phone,email,address,management_company_hint,website_url,snippet_type,snippet_text,raw_html_path,screenshot_path,last_updated_date_from_source
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,page_summary,"Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD) Skip to main content An official website of the United States Government Here’s how you know Official websites use .gov A .gov website belongs to an official government organization in the United States. Secure .gov websites use HTTPS A lock ( A locked padlock ) or https:// means you’ve safely connected to the .gov website. Share sensitive information only on official, secure websites. Helping Americans Help with Homeownership Find Affordable Places to Live Find a HUD-certified counselor Housing Choice Voucher Experiencing Homelessness Report an Issue Current HUD Residents Experiencing a Natural Disaster Find State Re",raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,rent,"information only on official, secure websites. Helping Americans Help with Homeownership Find Affordable Places to Live Find a HUD-certified counselor Housing Choice Voucher Experiencing Homelessness Report an Issue Current HUD Residents Experiencing a Natural Disaster Find State Resources HUD Partners FHA/Housing Resources Public and Indian Housing Resources Policies, Guidance, & Forms IT Systems Grants Native American Programs Afford",raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,rent,g Americans HUD Partners Data & Research News About Contact State Information Florida Florida Homepage Florida Homepage How can we help? Homelessness Affordable Places to Live Homeownership Report Housing Discrimination Rent Relief & Eviction Resources Speak to a Housing Counselor Housing Quality & Improved Living Conditions Disaster Resources Native American Programs Your Local Office ⚠ In Distress? Reach Out for Help Now Your Local Of,raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,rent,"s Native American Programs Your Local Office ⚠ In Distress? Reach Out for Help Now Your Local Office ⚠ In Distress? Reach Out for Help Now Homelessness What issue are you facing? Where to get help I am at-risk for or currently experiencing homelessness , what should I do? HUD supports many organizations that provide housing assistance and/or supportive services to people. HUD is not a direct service provider. For direct assistance, plea",raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,rent,"are answered 24 hours a day, 7 days a week. For 24/7, confidential crisis support for veterans, dial 988 and press 1. Or text 838255 to text with a representative. I am in the following counties and am at-risk for or currently experiencing homelessness , where can I get help? Counties: Duval, Hillsborough, Leon, Seminole/ Orange, Miami-Dade, Broward, Palm Beach, Lee/Southwest Florida Broward Call 2-1-1 (available 24/7) or text 898211 (a",raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,application,"esource Locator to find affordable housing opportunities near you. **Please note, the HUD Resource Locator does not show property vacancy. Please call the management company to inquire about vacancies, wait lists or the application process. HUD does not have applications for these properties. HUD does not have information about the vacancies in these properties. HUD does not maintain waiting lists. What additional housing resources (ext",raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,application,"ing opportunities near you. **Please note, the HUD Resource Locator does not show property vacancy. Please call the management company to inquire about vacancies, wait lists or the application process. HUD does not have applications for these properties. HUD does not have information about the vacancies in these properties. HUD does not maintain waiting lists. What additional housing resources (external to HUD) are available to me? Low-",raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,application,"based on the total annual gross income and family size, U.S. citizenship and specified categories of non-citizens who have eligible immigration status. To apply , contact your local Public Housing Authority . During the application process, a Public Housing Authority will collect information on family income, assets and family composition. The Public Housing Authority will use this information to determine program eligibility and the am",raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,application,"make no more than the income limit for that unit. LIHTC rents are not based on your income, but instead is set by the use restrictions tied to the unit. Note: LIHTC property owners accept Section 8 voucher tenants . To apply, contact the LIHTC property directly. You can find a map of LIHTC properties at LIHTC Database Access (huduser.gov) ** After clicking the link, go to the bottom right and select “Florida” and then select “Retrieve",raw_html/hud-gov-f9c4dda91181.html,,
https://hud.gov/states/florida,Florida | HUD.gov / U.S. Department of Housing and Urban Development (HUD),Hud.Gov / U.S. Department Of Housing And Urban Development (Hud),HUD/USDA/FHFC,Unknown,Unknown,1-866-698-6155,help@211info.org,211 - United Way of Central,,https://hud.gov/states/florida,waitlist,"ompany to inquire about vacancies, wait lists or the application process. HUD does not have applications for these properties. HUD does not have information about the vacancies in these properties. HUD does not maintain waiting lists. What additional housing resources (external to HUD) are available to me? Low-Income Housing Tax Credit (LIHTC) Properties The Low-Income Housing Tax Credit (LIHTC) program in Florida is run by the Florida",raw_html/hud-gov-f9c4dda91181.html,,
